Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Marcel,Her's,Songs of Her's,03gwRG5IvkStFnjPmgjElw,5u9cuDcYdOpSRB7fAYXXdp,,2017-05-12,187572,,0.625,0.645,9,-5.959,1,0.0278,0.54,0.0776,0.347,0.685,106.996
Love/Paranoia,Tame Impala,Currents,79dL7FLiJFOO0EoehUHQBv,5h9hkYIBWTZYFRmF6Iz1gt,,2015-07-17,185773,,0.502,0.699,5,-5.528,1,0.0333,0.0055,0.0,0.171,0.354,111.024
Nothing Lasts,Bedroom,Grow,2VshfXSWrlyxJUJLlwJ2iH,3GOO81yxm6EZLkiXLs2sx2,,2014-05-20,291786,,0.507,0.666,10,-8.362,1,0.029,0.0116,0.343,0.129,0.185,77.979
A Different Age,Current Joys,A Different Age,1V4qtKgt66rKrgjEbgHIBj,33zkyZqgYHCbDODhvsSsj4,,2018-03-02,412418,,0.627,0.371,2,-10.621,1,0.0269,0.638,0.0672,0.0759,0.361,143.932
Uncomfortable,Wallows,Uncomfortable,7wBwFsf0eqNyFVq5f53OyG,4BreyjJu4w5EUhTKPIQymq,,2017-09-13,294015,,0.395,0.768,2,-2.81,1,0.0311,0.115,0.0204,0.286,0.251,142.016
Young And Beautiful,Lana Del Rey,Young And Beautiful,1D92WOHWUI2AGQCCdplcXL,2nMeu6UenVvwUktBCpLMK9,,2013-01-01,236053,,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986
Old Money,Lana Del Rey,Ultraviolence (Deluxe),1ORxRsK3MrSLvh7VQTF01F,6IfPyMb0Sxptpx6jBUATOS,,2014-01-01,271480,,0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-06,0.147,0.154,108.115
Buzzcut Season,Lorde,Pure Heroine (Extended),6rnzvZhe3PA57xKcKLRtJ6,3ShTaJBCOclymogQNzPde7,,2013-01-01,246755,,0.733,0.62,1,-10.525,1,0.075,0.606,0.305,0.117,0.247,111.039
A World Alone,Lorde,Pure Heroine (Extended),6rnzvZhe3PA57xKcKLRtJ6,2HLnzsXJ3mD9UWAa3RY89n,,2013-01-01,294222,,0.561,0.485,1,-8.343,0,0.0362,0.289,0.00164,0.194,0.0663,118.017
Dreamland,Glass Animals,Dreamland (+ Bonus Levels),0KTj6k94XZh0c6IEMfxeWV,45d0O3xhhDPV6fhT6aCu48,,2020-08-06,203492,,0.253,0.352,8,-11.509,1,0.0357,0.883,0.00191,0.0668,0.099,141.97
Give Me Love,Ed Sheeran,+,02pi98kE0nra0yBqCStzbC,0SuG9kyzGRpDqrCWtgD6Lq,,2011-09-09,526387,,0.526,0.328,1,-9.864,1,0.0461,0.694,0.0,0.112,0.11,116.068
13 Beaches,Lana Del Rey,Lust For Life,7xYiTrbTL57QO0bb4hXIKo,3ZKRAzNAsiJrBGUM2BX9av,,2017-07-21,295569,,0.333,0.389,7,-9.132,1,0.0364,0.539,0.0772,0.163,0.25,144.204
Lava,Still Woozy,Lately EP,4PeU1vYLxDKGzU3641YmFI,2dIeraguJ8SoHDqXfSZelZ,,2019-05-03,157303,,0.62,0.616,1,-10.071,1,0.143,0.304,0.00954,0.264,0.67,169.139
God Knows I Tried,Lana Del Rey,Honeymoon,2DpEBrjCur1ythIZ10gJWw,5R65WfxdtxpTNSIloTfIdM,,2015-09-18,280653,,0.398,0.428,5,-8.292,0,0.0275,0.846,0.0338,0.185,0.111,81.017
Liability,Lorde,Melodrama,2B87zXm9bOWvAJdkJBTpzF,6Kkt27YmFyIFrcX3QXFi2o,,2017-06-16,171728,,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67
Green Light,Lorde,Melodrama,2B87zXm9bOWvAJdkJBTpzF,6ie2Bw3xLj2JcGowOlcMhb,,2017-06-16,234653,,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942
Perfect Places,Lorde,Melodrama,2B87zXm9bOWvAJdkJBTpzF,7ARveOiD31w2Nq0n5FsSf8,,2017-06-16,221874,,0.622,0.58,1,-5.273,0,0.0504,0.00241,2.95e-05,0.112,0.512,104.41
Goodie Bag,Still Woozy,Goodie Bag,0y8sikccXZ3TIW4PkjtI8R,4vHNeBWDQpVCmGbaccrRzi,,2017-11-05,146390,,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263
Parking Lots,Plums,Jen,07Xmfb4wnWsXnUJLAkyk7t,5PSplhA4PEZHqw0bOfelEp,,2015-07-14,206354,,0.488,0.763,1,-5.331,0,0.03,0.0203,0.37,0.343,0.716,155.663
Still Don't Know My Name,Labrinth,Euphoria (Original Score from the HBO Series),788r22Bhr3IHLTNPy8pZea,6N22FZs2ZhPBYi3b9XPajV,,2019-10-04,153294,,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643
Habit,Still Woozy,Habit,2vIIWsslRiFHiHPWFTsdaE,4BsLwvaJOTOHDNg7xMpvrL,,2019-12-12,153872,,0.767,0.392,1,-11.996,1,0.0945,0.154,0.000398,0.108,0.48,125.017
She Wants My Money,Dominic Fike,"Don't Forget About Me, Demos",05jbNkYoEQdjVDHEHtg1gY,0IajnzlicUA89rZSkqfLPS,,2018-10-16,133560,,0.704,0.478,9,-6.562,1,0.047,0.771,0.000516,0.0875,0.42,128.789
sex money feelings die,Lykke Li,so sad so sexy,28AjCPTvrM4gQIiwo0CEOE,0g4fzRkbLeCDUCoe5iUOcf,,2018-06-08,139840,,0.789,0.534,8,-6.347,0,0.0709,0.323,3.42e-06,0.0645,0.631,134.055
Hello?,"Clairo, Rejjie Snow",diary 001,3NEDQmYF1roygFssVEwkwv,7qwt4xUIqQWCu1DJf96g2k,,2018-05-25,135016,,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732
Serotonin,girl in red,if i could make it go quiet,10nQ1u8Y1zlOb61zwZavDk,16MneRxNQpHK250NaIo3bg,,2021-04-30,182426,,0.58,0.788,2,-4.714,1,0.259,0.0123,1.84e-05,0.368,0.72,148.992
midnight love,girl in red,if i could make it go quiet,10nQ1u8Y1zlOb61zwZavDk,4ys4z4bBUtTmzfjWtYnoli,,2021-04-30,193929,,0.284,0.538,2,-9.894,0,0.0886,0.717,0.105,0.111,0.259,179.708
Peach Pit,Peach Pit,Sweet FA,1lhF5c8Q9bzYNwGFwQgYnP,0ZK8TGOsngrstVPsnrHbK1,,2018-06-27,287080,,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969
affection,BETWEEN FRIENDS,we just need some time together,0S4Y2Jnwf3tjQRlcKTsGUE,2lTtnKQgjbrBA1qnOFhBkP,,2018-04-05,235226,,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518
Ribs,Lorde,Pure Heroine (Extended),6rnzvZhe3PA57xKcKLRtJ6,0TEekvXTomKt3hdXDZxxeW,,2013-01-01,258969,,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978
Bags,Clairo,Immunity,4kkVGtCqE2NiAKosri9Rnd,6UFivO2zqqPFPoQYsEMuCc,,2019-08-02,260520,,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996
Milk,The 1975,Milk,5aUBFfdZTbRNKGACXD4ty8,0fzqnqxwSh5Bmq8sY9tFb9,,2017-10-06,132547,,0.435,0.981,10,-5.448,1,0.272,0.00518,0.0664,0.32,0.13,143.073
Clouds,BØRNS,Dopamine,17l7MIu0Jh0tdgK7or9ovw,03v70ZBxmcPX3RWAZMzqaW,,2015-10-16,190253,,0.644,0.478,11,-6.469,1,0.0529,0.194,0.00376,0.106,0.496,159.898
"Sex, Drugs, Etc.",Beach Weather,Chit Chat,6ygLpSyAvRSKGZw1LZkxOX,04wODYKrbLNe7LTOaOPX3i,,2016-11-04,196784,,0.574,0.839,4,-5.083,0,0.0377,0.0131,0.0101,0.524,0.469,143.973
Was It Something I Said,MyKey,Was It Something I Said,6MIBfXSkuo1F9fiNVCBsZH,65j65yDSE06CNKAPjsHoJt,,2019-07-26,220588,,0.587,0.724,6,-6.775,1,0.0321,0.618,0.000166,0.157,0.837,106.994
Kids,Current Joys,Kids,7JNKAh8Cnao2VCKk33ilWB,6ixkZ2Q9gQeh52C6GxbETg,,2015-03-08,269143,,0.827,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0756,0.904,113.449
Royals,Lorde,Pure Heroine,0rmhjUgoVa17LZuS8xWQ3v,2dLLR6qlu5UJ5gk0dKz0h3,,2013-09-27,190185,,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878
Out The Fire (At The Hotel) - Radio Edit,"Franky Rizardo, Ros T, Eunice Collins",Out The Fire (At The Hotel),7n456SX833Pv7NyjcZoLis,1xZOYV0Z6i7z0nAnyL1zmT,,2021-06-18,214687,,0.849,0.912,11,-6.364,0,0.321,0.15,5.92e-05,0.198,0.541,128.03
Glitter Fonk,"Dabeull, Holybrune",Cosmic Fonk,2hWZr2ZlvLVHbehlalUZbc,1ewaelTFQ4zyNetGxEcB2x,,2022-06-24,213815,,0.722,0.748,7,-7.015,1,0.0349,0.0586,0.0387,0.382,0.214,115.121
Weekend Love,"Jafunk, Mike Nasa, Dana Williams",Weekend Love,1JkJernn4xd0y6AeJM9N07,0X89tZvVGokJi9NDuz5tqN,,2021-05-07,219280,,0.739,0.623,10,-5.593,0,0.0738,0.254,0.000212,0.129,0.821,115.139
Love If You Need It (feat. Fi McCluskey) - Mousse T.'s Classic Shizzle,"Horse Meat Disco, Fi McCluskey, Mousse T.",Love If You Need It (feat. Fi McCluskey),7af5vVzmDMwfSGXjTZBZkE,1MQ1gkmAvEE0hIuPlyeaCz,,2021-04-23,204823,,0.758,0.898,2,-4.32,1,0.0527,0.0787,0.000168,0.145,0.771,121.986
Leave Me Behind,"Raquel Rodriguez, Dux",Sweet Side,24PaFeFq25xoO8jPCRkn0H,4dbUtdJDtqjHEgOxt2a4Dp,,2021-04-23,225415,,0.818,0.693,4,-6.401,0,0.0739,0.347,0.000234,0.0804,0.808,109.994
Passionfruit,Drake,More Life,1lXY618HWkwYKJWBRYR4MK,5mCPDVBb16L4XQwDdbRUpz,,2017-03-18,298941,,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98
Stay Lost - Cabu Remix,"Joe Hertz, Amber-Simone, Cabu",Stay Lost (Cabu Remix),4ehmNuogAPzvKaWzv5InKW,3xy8karhdpkltgdwj9FGbQ,,2016-04-11,226909,,0.572,0.498,2,-10.484,0,0.431,0.0471,4.67e-06,0.247,0.549,109.192
These Are Just Places To Me Now,Folamour,Ordinary Drugs,3na24PKpM5Bh0xwvIcpPms,5kAwEqCAJ4yHdHmlAMSczs,,2019-02-15,421700,,0.767,0.733,0,-9.414,0,0.0476,0.22,0.502,0.0346,0.82,116.991
Praise to the Vibes - Mr. Fingers Alternate Version,Mr. Fingers,Praise to the Vibes / Crying Over You (Remixes),2NMjyghBZ7YtDkifpw3mY7,51MvFPygVSJQHeleNBmo8o,,2018-12-07,301775,,0.783,0.471,8,-9.739,0,0.0749,0.00798,0.039,0.0725,0.713,116.022
Heartburn - Jarami Remix,"Wafia, Jarami",Heartburn (Remixes),2ahmezbLATaixTTrfgW8Vv,5MuZiQCm0s5ITZp55lJmIL,,2016-05-06,233000,,0.662,0.507,10,-8.348,0,0.357,0.496,0.0,0.386,0.441,103.01
Watch Your Step (Harvey Sutherland Remix),"Disclosure, Kelis, Harvey Sutherland",ENERGY (Special Edition),7zkGnjPwwQvjW7RCMnmPEz,7G24eVWGQFcDP5DxXGgCSj,,2020-12-18,230933,,0.832,0.598,4,-5.466,0,0.0796,0.244,0.00186,0.0926,0.771,123.019
"Yes, No, Maybe - Sterac Electronics Remix","Dam Swindle, Tom Misch, Lorenz Rhode, Sterac Electronics","High Life, the Remixes",0QZURUfMTb7oN0P7QXgY2n,2vkXU8khiFzGiefAheGSSa,,2019-07-08,383540,,0.804,0.607,5,-8.793,0,0.0582,0.0101,0.26,0.0731,0.867,109.985
Get It Together,"Drake, Black Coffee, Jorja Smith",More Life,7Ix0FS4f1lK42C3rix5rHg,5WHVJ7MILL1r5xs8hDfJ4i,,2017-03-18,250337,,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011
Drop Your Love,"Young Franco, DiRTY RADiO",Drop Your Love,3qDiBG7STwXkTfbIz5yQWX,34NqNmOuohm5GiQwcOGjbd,,2016-03-14,207022,,0.661,0.814,5,-6.195,0,0.44,0.0159,0.0,0.117,0.47,121.135
Kiss It Better - KAYTRANADA Edition,Rihanna,Kiss It Better (Dance Remix),0S5abZEIJQhjcKcyFvHhp4,62tnsScYuep18LnQiQqHmX,,2016-06-01,325307,,0.854,0.498,11,-7.922,0,0.332,0.0229,0.000212,0.3,0.343,108.049
What If I Go? (feat. Bonzai),"Mura Masa, Bonzai",Mura Masa,2LmodhQa7ayWg8qNGxJDY2,6lbFEBQz8jYuwsDY1LYEuD,,2017-07-14,195467,,0.573,0.531,7,-7.863,1,0.386,0.189,3.56e-05,0.0901,0.884,200.404
Gold Snafu,Sticky Fingers,Gold Snafu - Single,1mvIqg6kw5KyDzLIfxzjDD,5XXMiA57Qu5mY115S1tdRZ,,2014-02-14,217637,,0.639,0.842,0,-6.342,1,0.0301,0.00218,0.000155,0.0985,0.812,101.996
Unstoppable - FKJ Remix,"Lianne La Havas, FKJ",Unstoppable (FKJ Remix),1vMuttrF2ICsgOJyt6e5ro,0mBe4dWMRLXvrAs8ixpmbp,,2015-07-05,316304,,0.647,0.562,10,-7.733,0,0.165,0.183,0.000504,0.0763,0.495,92.2
Playing for You,"Joe Hertz, Bassette",How It Feels EP,6MhKDINilRC6ygd8zb78wI,1lWc9PD3to48qft1EPnJgQ,,2016-09-23,258896,,0.53,0.593,11,-8.198,0,0.144,0.0558,8.33e-06,0.0962,0.363,85.031
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",52LQhrLLYOup9HhaOsv54e,6BaCraQ9xeLYg4Sb9TBT2X,,2017-06-16,223413,,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
It's You - Mousse T.'s Discotronic Mix,"FCL, Mousse T.",Defected Presents House Masters - Mousse T.,6kDay5j39aZOn7qCEJp7JQ,0v0GiHc39w4lAUn9jw0qf0,,2018-07-13,400393,,0.807,0.732,2,-7.65,0,0.0387,0.0832,0.0619,0.0623,0.547,123.003
"I Know You Too Well - Karma Kid 12"" Remix","Reuben James, Karma Kid",I Know You Too Well (Remixes),6pVil2SzOQxz1YWW0DSzzi,6x5pCsp1EJ4ldmQIes89ri,,2019-07-26,412659,,0.836,0.742,5,-8.707,0,0.0796,0.278,0.802,0.0588,0.671,123.006
Fresh Start - Folamour Remix,"Lucien Kimono, Folamour",Horizon (Remix),3cdsRRFUsUHuU6AsXdUuc7,2xLDPBSrQykCTBemVeksxT,,2018-10-10,394000,,0.767,0.822,2,-10.282,1,0.0451,0.0781,0.75,0.0987,0.554,119.985
You Ain't Love (feat. Teni Tinks),"The Shapeshifters, Teni Tinks",Let Loose,2RsEITh9OtP7am1v80Pbvg,3pn2iFJvYVte48osVeDdPf,,2022-11-11,271495,,0.728,0.82,0,-5.649,1,0.0767,0.0974,0.000485,0.091,0.514,121.995
Help Me Lose My Mind,"Disclosure, London Grammar",Settle (Deluxe Version),0v5BqH7RQlIuJIWfQCl1Bp,3whmx5Ptrqzx2c101FJFi3,,2013-06-03,244174,,0.777,0.708,5,-5.707,0,0.0563,0.0407,0.0766,0.0573,0.346,109.037
So Blue It's Black,Tommy Guerrero,Loose Grooves and Bastard Blues,1Z2YViJxgSuTL1CkT9En9H,3T3lj5y5g7EUz5nzqucdeL,,1997-03-01,209309,,0.657,0.674,9,-5.778,0,0.0453,0.791,0.781,0.141,0.424,171.445
Call Me Foxy,Da Chick,Call Me Foxy,1oRWDt129F1ImWNimh6lLL,1x1hh1o6ChhF0ROoo5A5ti,,2017-06-09,213770,,0.724,0.732,7,-10.072,1,0.278,0.314,0.000163,0.115,0.47,109.005
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,Little Things x Gypsy Woman (L BEATS MASHUP),052c03LAr2euUtLKgvOKae,6xp1u6ZEHXX8DxJIFFrVoP,,2023-06-30,131000,,0.644,0.879,6,-5.204,0,0.0761,0.00423,6.91e-06,0.286,0.808,126.935
Get It Together,"Moniquea, XL Middleton",Get It Together,76koL38pnB1jvkcszC6ITI,6VR6zbx4S7eFDRGYGlGqd4,,2022-08-19,215041,,0.832,0.511,7,-6.762,1,0.0398,0.0632,0.132,0.0663,0.702,122.004
"Love, Surround Me In Everything I Do",Girlhood,"Love, Surround Me In Everything I Do",6REkZRczH1l0zCrE7GmUte,7ishyqC45Wi3Fe3fXoAYeE,,2023-03-10,240800,,0.422,0.753,7,-7.045,1,0.0577,0.00814,8.15e-06,0.905,0.685,171.999
Patience,Tame Impala,Patience,65siSh34OjZPMx0obk0YRj,2drEUEg0TYQR6dDEHkpuPE,,2019-03-22,292267,,0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965
You & Me,"Disclosure, Eliza Doolittle",You & Me,4S8Ok3HJyCDUSEPJV4kpIR,4zsmbCgzPCS93IWeZlnBSZ,,2013-01-01,296581,,0.777,0.854,10,-5.097,0,0.163,0.00359,0.319,0.341,0.601,129.991
Sirena Deep,"Chaos In The CBD, Nathan Haines",Sirena Deep,4AllwUNpRrTbuujwhOvpAl,7Esye77Caf24GfFmAzAUHW,,2023-08-16,341048,,0.807,0.94,8,-6.492,0,0.039,0.000409,0.915,0.25,0.968,125.995
Happiness,freekind.,Since Always and Forever,5LbUG3bpLruW7Hc3PkVACy,0nQoEUSD3b1JvGz74Y6i5P,,2023-06-09,204247,,0.81,0.627,8,-7.901,0,0.0586,0.267,2.31e-06,0.11,0.691,110.0
Dontcha,The Internet,Feel Good,4Bpt4fHYxxgqR2GjrxyR6D,6dET51TwAJPrKV5wmA5Vhr,,2013-09-20,201640,,0.861,0.346,8,-12.033,0,0.0702,0.0161,0.127,0.104,0.579,115.264
If You Were My Girl,Supershy,Happy Music,1MbCQbojPuCgMNyUEwjSJ0,6MLehpg2ZMNBmJABG52tzj,,2023-08-18,272234,,0.805,0.711,7,-10.531,0,0.0481,0.0891,0.884,0.105,0.488,121.005
In My Life,Supershy,Happy Music,1MbCQbojPuCgMNyUEwjSJ0,2AHB69HbFGTZu086ELZXdw,,2023-08-18,242016,,0.776,0.783,5,-8.608,0,0.0448,0.027,0.833,0.0939,0.462,119.995
Feel Like Makin' Love (feat. Roberta Flack),"Supershy, Roberta Flack",Feel Like Makin' Love (feat. Roberta Flack),7dCOSRS3SsbW3Uysq5yuHl,1cFZIDLjGngrmH6lnyprOA,,2023-07-06,215000,,0.664,0.696,2,-6.038,1,0.0486,0.0162,0.553,0.109,0.49,126.064
Me & You ◑,"HONNE, Tom Misch",Love Me / Love Me Not,0fwZXPXf41aF6H0CN3UtXV,1ITJTMrS4cx8zdlI7DdSoo,,2018-08-24,243601,,0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22
Take My Time,"Supershy, Vula",Happy Music,1MbCQbojPuCgMNyUEwjSJ0,1AOOPFrGRGwqO1a8djtxdc,,2023-08-18,292041,,0.792,0.887,6,-7.859,0,0.0541,0.0965,0.934,0.0895,0.76,118.566
Honey - Skit,Coeo,Disco Volante EP,3F98dsHSClqD3929v1B6S2,78Cjzp7Shwr3sGkMjXZpXa,,2016,86778,,0.844,0.596,0,-8.665,1,0.24,0.136,1.84e-05,0.32,0.543,116.021
Cool Bananas,Tell,Cool Bananas,1UhLgi4cZtcV5V1HcUmaro,7FheJOrB8J0eyK0ebcBAlI,,2018-06-01,284580,,0.75,0.596,6,-8.8,1,0.0351,0.0037,0.837,0.0943,0.371,115.301
No Need - Edit,"Oscar Jerome, Ben Hauke",No Need,49mIMP2fA3LBEoAYrHeJdZ,1XLPk9vj45rK2pbnurZ0Wi,,2021-07-21,206840,,0.883,0.466,11,-11.528,0,0.0487,0.0383,0.0333,0.284,0.558,117.014
The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",The Weekend (Funk Wav Remix),5enEsi887wD3qGoMCK4jLr,0P6AWOA4LG1XOctzaVu5tt,,2017-12-15,171806,,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925
LEAVE ME ALONE,"KAYTRANADA, Shay Lia",99.9%,6JD4Qerb8IcaAzFgpFw0sa,4yYJUgayu4jKB258dukWaF,,2016-05-06,277960,,0.792,0.48,6,-10.626,1,0.433,0.12,0.00147,0.518,0.133,119.977
Get It Together,"Drake, Black Coffee, Jorja Smith",More Life,1lXY618HWkwYKJWBRYR4MK,7y6c07pgjZvtHI9kuMVqk1,,2017-03-18,250337,,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011
Fantasy,Mariah Carey,Daydream,1ibYM4abQtSVQFQWvDSo4J,6xkryXuiZU360Lngd4sx13,,1995-10-03,243493,,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322
Millionaire,"Kelis, André 3000",Tasty,7zesXMFikT4DdgkklIk3Jz,5FJlVqsN2jQBu8uRpy3GqG,,2003-12-05,224933,,0.68,0.847,11,-6.636,1,0.108,0.0217,0.0,0.0374,0.75,176.051
TOGETHER,"KAYTRANADA, AlunaGeorge, GoldLink",99.9%,6JD4Qerb8IcaAzFgpFw0sa,5TDErCJDnkz8iJkfR11tP8,,2016-05-06,197240,,0.825,0.694,1,-7.604,1,0.179,0.0247,0.0125,0.357,0.808,112.018
Out of Time - KAYTRANADA Remix,"The Weeknd, KAYTRANADA",Dawn FM (Alternate World),0A8SNVB9aIWEW3rm2OgwOB,36aoiqTQcBGDb7bAO3n5XO,,2022-01-07,275556,,0.742,0.599,1,-8.796,1,0.297,0.0962,0.000578,0.0981,0.573,108.283
Be Your Girl (Kaytranada Edition),"Teedra Moses, KAYTRANADA",Be Your Girl (Kaytranada Edition),72D0SqH6YFJ7kiZUjKt20c,38spM0LahLUfQhOMAqA7AI,,2018-05-04,268087,,0.864,0.682,6,-6.73,0,0.386,0.208,5.27e-06,0.1,0.268,115.012
24k,Tkay Maidza,"Last Year Was Weird, Vol.2",7DoQVFuq50UZLWVTVzHGHq,0lmzmht19LRBtsy8BusjHH,,2020-08-07,233537,,0.784,0.762,2,-6.677,0,0.481,0.285,0.0,0.626,0.602,117.987
Dang! (feat. Anderson .Paak),"Mac Miller, Anderson .Paak",Dang! (feat. Anderson .Paak),0orriotaN8Aqny6hq1H2X7,7L7KnCltNM8yXWs3ozuUY1,,2016-07-28,305350,,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018
I Feel It Coming,"The Weeknd, Daft Punk",I Feel It Coming,5zLwiG6UFFIQGcUD01I7CE,0VeYT2aD9t65JgofFZGpKl,,2016-11-17,269187,,0.768,0.814,0,-5.91,0,0.151,0.413,0.0,0.0839,0.541,92.979
Other Lover,"Spycc, HIGH HØØPS",Other Lover,3XkbtlHgC12ZC9IG9FK7vs,73ocP8cXmDzT8R6jMkuUim,,2016-05-06,186944,,0.72,0.532,11,-8.353,1,0.116,0.348,0.000551,0.288,0.62,88.957
Fountains (with Tems),"Drake, Tems",Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,08XWh5c0BMyD1nKVxxl91z,,2021-09-03,192418,,0.843,0.485,10,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053
That's Right - Edit,Dam Swindle,That's Right (Edit),5ffuXlm1J5vYUqWl2ODj6Z,5kCmJdIdFqKQiiCYYpa0xo,,2023-10-06,276000,,0.787,0.7,2,-7.296,0,0.0357,0.00356,0.835,0.0312,0.403,120.043
Tangerine - Channel Tres Remix,"Aaron Childs, Channel Tres",Tangerine (Channel Tres Remix),4uznz11iOtwglAsrjKEqwy,00la3AttWg75aLlKhJT8Tj,,2018-02-23,294446,,0.868,0.35,11,-9.547,1,0.101,0.0163,0.2,0.18,0.366,114.999
Dead To Me,Kali Uchis,Isolation,4EPQtdq6vvwxuYeQTrwDVY,6LOZws7T3jqZz78unPgFF9,,2018-04-06,199506,,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001
telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,00wSTrFxoSzA7eeS1UxHgd,6tDDoYIxWvMLTdKpjFkc1B,,2020-12-04,160191,,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis, Tyler, The Creator, Bootsy Collins",Isolation,4EPQtdq6vvwxuYeQTrwDVY,1otG6j1WHNvl9WgXLWkHTo,,2018-04-06,207455,,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64
Walking Away,Loods,Walking Away,2WJYEyGr2q6xUt0jyDuJq1,5vhNn6ZfEXbFMw0qR6Grpn,,2019-07-12,181426,,0.671,0.872,9,-7.095,1,0.0402,0.000814,0.102,0.352,0.725,127.988
Ivoire (feat. Kio Amachree),"Folamour, Kio Amachree",Umami,6om5wLwMEeQcY1Uwlh7Oel,6BlQZAp3rGiVJbSSjJ6LEJ,,2017-11-10,495872,,0.84,0.923,7,-6.951,0,0.0587,0.0125,0.607,0.101,0.922,122.014
Get Down On It,Kool & The Gang,Something Special,1kNUVRC3LbnhjrBruBwvUN,4Cv6ongCvJy9JfSkWVnb5D,,1981,293667,,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52
Forget Me Nots - Remastered,Patrice Rushen,Straight From The Heart,1y2MGKwD1ap3FxPc4ii6QO,4UQH52FfgGpzDShKDbBvEA,,2017-12-06,284507,,0.918,0.459,6,-6.962,0,0.0427,0.079,0.0593,0.0532,0.962,113.818
Da Svidaniya,Jeff The Fool,Russian Dolls,6n13SJdYvdWtDwsqnPmHgE,2sVhVmoaj5gsHQ3ZlageLv,,2022-09-23,138829,,0.811,0.733,2,-9.908,1,0.112,0.0491,0.784,0.306,0.881,120.985
Disco Pantz,"Rejjie Snow, Tinashe, grouptherapy.",Baw Baw Black Sheep,1t5T93xiq32d5ySr2vbOvm,111ixdtGqBX2riiqg8m8Xx,,2021-07-09,173667,,0.864,0.637,4,-9.153,0,0.112,0.0268,8.77e-06,0.0968,0.748,105.028
The Semimodular Bird of Jazz,Felipe Gordon,Wait on Me EP,00t0zeNG6lLjFxtrwQSfzc,30w0Ow2tuaZL26ep5pEn2M,,2020-02-21,289208,,0.811,0.524,8,-11.077,1,0.0488,0.00797,0.821,0.106,0.776,120.012
Ask Me,"Duck Sauce, A-Trak, Armand Van Helden",Ask Me / Mesmerize,01n0HtCtQh4ogK1d8hmrws,05QGJav2nGJ9qdQ3vG9A9t,,2021-03-05,193795,,0.803,0.935,4,-4.915,0,0.032,0.0145,0.191,0.296,0.738,124.008
Scrap The Book,Crazy P,Walk Dance Talk Sing,2xHHmfzza35KfhlgOOc3y4,6FiXEbxFxZehj66XZf8AxE,,2015-05-11,259477,,0.801,0.758,11,-7.857,0,0.0549,0.0308,0.77,0.0844,0.456,118.002
